product_name,total_orders,rank,share_pct,cum_share_pct
Moderate Absorbency Regular Length Incontinence Pads,86,21343,0.0002651498532935111,97.5849565565833
Odorless Charcoal Lighter Fluid,86,21344,0.0002651498532935111,97.58522170643658
Caramel Double Chocolate Crunch Bar,86,21345,0.0002651498532935111,97.58548685628988
Old Fashioned Steak House Sauce,86,21346,0.0002651498532935111,97.58575200614317
Black Beans with Diced Jalapenos,86,21347,0.0002651498532935111,97.58601715599646
Best Blend Pure 100% Natural Vegetable & Canola Oils,86,21348,0.0002651498532935111,97.58628230584975
White Grape Juice,86,21349,0.0002651498532935111,97.58654745570304
Mixed Berry Juice Drink,86,21350,0.0002651498532935111,97.58681260555633
HE Turbo Powder Original  Laundry Detergent,86,21351,0.0002651498532935111,97.58707775540962
Raw Chia Seeds,86,21352,0.0002651498532935111,97.58734290526291
Organic Brownie Mix,86,21353,0.0002651498532935111,97.5876080551162
Super Premium Chocolate Ice Cream,86,21354,0.0002651498532935111,97.5878732049695
99% Dark Chocolate Critters,86,21355,0.0002651498532935111,97.58813835482279
Whole Bean French Roast Coffee,86,21356,0.0002651498532935111,97.58840350467608
Cheddar & Bacon Potato Skins,86,21357,0.0002651498532935111,97.58866865452937
Color Cups,86,21358,0.0002651498532935111,97.58893380438266
Organic Sparkling Cucumber Lemon Coconut Water,86,21359,0.0002651498532935111,97.58919895423595
Deep Clean Facial Cleanser,86,21360,0.0002651498532935111,97.58946410408925
Raspberry Vinaigrette Salad Snax,86,21361,0.0002651498532935111,97.58972925394254
Chicken Margherita & Penne Classic Meal for Two,86,21362,0.0002651498532935111,97.58999440379583
Trumoo Whole Chocolate Milk,86,21363,0.0002651498532935111,97.59025955364912
Salt Mill Refill Sea Salt,86,21364,0.0002651498532935111,97.59052470350241
California Fig Balsamic Vinegar,86,21365,0.0002651498532935111,97.5907898533557
Toasted Coconut Almonds,86,21366,0.0002651498532935111,97.591055003209
All Natural Unbleached Waxed Paper,86,21367,0.0002651498532935111,97.59132015306228
100% Cranberry Juice Blend,86,21368,0.0002651498532935111,97.59158530291558
Consomme,86,21369,0.0002651498532935111,97.59185045276887
Lemon Lime Sports Drink,86,21370,0.0002651498532935111,97.59211560262216
Organic Beets,86,21371,0.0002651498532935111,97.59238075247545
Olive Oil Sea Salt Bar,86,21372,0.0002651498532935111,97.59264590232874
Chicken Burgers,86,21373,0.0002651498532935111,97.59291105218203
Picante Tomato Cocktail Juice,86,21374,0.0002651498532935111,97.59317620203532
Diet Original Lemonade,86,21375,0.0002651498532935111,97.59344135188861
Organic Maple Teething Biscuits,86,21376,0.0002651498532935111,97.5937065017419
Macaroni & Cheese Meal,86,21377,0.0002651498532935111,97.5939716515952
Blueberry Chia Buckwheat Muesli,86,21378,0.0002651498532935111,97.59423680144849
Ultra Thin Super with Flexi-Wings Unscented Pads,86,21379,0.0002651498532935111,97.59450195130178
Quinoa and Banana Organic Baby Cereal,86,21380,0.0002651498532935111,97.59476710115507
Oatmeal Cookies,86,21381,0.0002651498532935111,97.59503225100836
"Quinoa, 100% Whole Grain, Organic",86,21382,0.0002651498532935111,97.59529740086165
Russian River Valley Sauvignon Blanc Wine,86,21383,0.0002651498532935111,97.59556255071494
Lo Mein Egg Noodles,86,21384,0.0002651498532935111,97.59582770056824
Extra Beer,86,21385,0.0002651498532935111,97.59609285042153
Iced Coffee Sweet & Creamy Coffee House Drink,86,21386,0.0002651498532935111,97.59635800027482
Chunky Hearty Bean and Ham Soup,86,21387,0.0002651498532935111,97.59662315012811
Biotrue Multipurpose Solution,86,21388,0.0002651498532935111,97.5968882999814
2nd Foods Pear Pineapple Baby Food,86,21389,0.0002651498532935111,97.59715344983469
"The Second Generation Premium Dog Food, Organic Beef",86,21390,0.0002651498532935111,97.59741859968798
Joe's NY Style Cold Pressed Lemonade,86,21391,0.0002651498532935111,97.59768374954128
Extra Soft One-Ply Unscented Mega Roll  Bathroom Tissue,86,21392,0.0002651498532935111,97.59794889939457
Ultra Soft & Strong Bathroom Tissue Rolls,86,21393,0.0002651498532935111,97.59821404924786
Refried Black Beans,86,21394,0.0002651498532935111,97.59847919910115
Mrktpl Le Ginger Beef,86,21395,0.0002651498532935111,97.59874434895444
8\ Pumpkin Pie,86,21396,0.0002651498532935111,97.59900949880773
Lite Mayonnaise,86,21397,0.0002651498532935111,97.59927464866102
Horseradish Mustard,86,21398,0.0002651498532935111,97.59953979851431
Jojoba Oil,86,21399,0.0002651498532935111,97.5998049483676
Vanilla Bean Soy Ice Cream,86,21400,0.0002651498532935111,97.6000700982209
Organic Quinoa Squares Pineapple & Spinach,85,21401,0.0002620667154645168,97.60033216493636
Dark Cacao Organic Chocolate,85,21402,0.0002620667154645168,97.60059423165183
Kellogg's Frosted Mini Wheats Maple Brown Sugar Cereal,85,21403,0.0002620667154645168,97.60085629836729
Kosher Petite Dills,85,21404,0.0002620667154645168,97.60111836508275
"Signature Egg, Sausage, Cheese & Potato Burritos",85,21405,0.0002620667154645168,97.60138043179822
Instant Long Grain Rice,85,21406,0.0002620667154645168,97.60164249851368
Pure Clover Honey Squeeze Bear,85,21407,0.0002620667154645168,97.60190456522915
Reese's Pieces Bag,85,21408,0.0002620667154645168,97.60216663194461
Organic Gelatinized Maca Powder,85,21409,0.0002620667154645168,97.60242869866008
Sicilian Pistachio Gelato,85,21410,0.0002620667154645168,97.60269076537554
Natural Energy Drink,85,21411,0.0002620667154645168,97.602952832091
Organic Dried Sweetened Cranberries,85,21412,0.0002620667154645168,97.60321489880647
Toilet Wand Refils,85,21413,0.0002620667154645168,97.60347696552193
Scottish Breakfast Tea,85,21414,0.0002620667154645168,97.6037390322374
Dumpling Hunan,85,21415,0.0002620667154645168,97.60400109895286
Snug & Dry Size 6 Diaper,85,21416,0.0002620667154645168,97.60426316566833
Natural Brown Rice,85,21417,0.0002620667154645168,97.60452523238379
Deep Dish Minis Cheese Pizza,85,21418,0.0002620667154645168,97.60478729909926
Clinical Strength Secret Clinical Strength Clear Gel Women's Antiperspirant & Deodorant Completely Clean Scent 1.6 oz  Female AP/DO & Body Spray,85,21419,0.0002620667154645168,97.60504936581472
Classic Bologna,85,21420,0.0002620667154645168,97.60531143253019
Classic Baked Snack Crackers,85,21421,0.0002620667154645168,97.60557349924565
Chunk Light Tuna In Vegetable Oil,85,21422,0.0002620667154645168,97.60583556596112
Blueberry Pie,85,21423,0.0002620667154645168,97.60609763267658
Ground Cayenne Pepper,85,21424,0.0002620667154645168,97.60635969939204
Clementine Bag,85,21425,0.0002620667154645168,97.60662176610751
Green Chile Grapes,85,21426,0.0002620667154645168,97.60688383282297
"Bread, Fruit & Nut Manna",85,21427,0.0002620667154645168,97.60714589953844
Smoothies Extra Strength 750 Antacid Calcium Supplement Chewable Tablets Assorted Fruit,85,21428,0.0002620667154645168,97.6074079662539
Meaty Bits with Beef in Gravy Cat Food,85,21429,0.0002620667154645168,97.60767003296937
Meaty Ground Dinner With Chopped Beef Wet Dog Food,85,21430,0.0002620667154645168,97.60793209968483
"Club Minis Crackers, Original",85,21431,0.0002620667154645168,97.6081941664003
Vanilla Honey Graham Crunchy Cookies,85,21432,0.0002620667154645168,97.60845623311576
Thicker Style Hot Barbecue Sauce,85,21433,0.0002620667154645168,97.60871829983122
Roarin' Waters Strawberry Kiwi,85,21434,0.0002620667154645168,97.60898036654669
"Dressing & Dip, Jalapeno Ranch",85,21435,0.0002620667154645168,97.60924243326215
Thin Sliced Chicken Breast,85,21436,0.0002620667154645168,97.60950449997762
Cheese,85,21437,0.0002620667154645168,97.60976656669308
Diced Peaches Fruit Bowl,85,21438,0.0002620667154645168,97.61002863340855
Small Cherry Pie,85,21439,0.0002620667154645168,97.61029070012401
Organic Almond Butter Cup Live Food Bar,85,21440,0.0002620667154645168,97.61055276683948
Sinus-Max Maximum Strength Liquid Gels Severe Congestion Relief,85,21441,0.0002620667154645168,97.61081483355494
April Fresh Fabric Softener Dryer Sheets,85,21442,0.0002620667154645168,97.6110769002704
"Kelp, Wild Atlantic Kombu",85,21443,0.0002620667154645168,97.61133896698587
Instant Ginger Honey Crystals,85,21444,0.0002620667154645168,97.61160103370133
Pure Rewards Grain Free Chicken & Lamb Jerky Bits Dog Treats,85,21445,0.0002620667154645168,97.6118631004168
Vanilla Latte Chilled Espresso Beverage,85,21446,0.0002620667154645168,97.61212516713226
Dust & Allergen Furniture Spray,85,21447,0.0002620667154645168,97.61238723384773
Country Style Shredded Hash Browns,85,21448,0.0002620667154645168,97.61264930056319
Babaganus,85,21449,0.0002620667154645168,97.61291136727866
Supersweet Corn,85,21450,0.0002620667154645168,97.61317343399412
Baby Bedtime Bath,85,21451,0.0002620667154645168,97.61343550070958
Poppycock Cashew Lovers,85,21452,0.0002620667154645168,97.61369756742505
Minced Dill Weed,85,21453,0.0002620667154645168,97.61395963414051
Creamy Chocolate Hard Candy,85,21454,0.0002620667154645168,97.61422170085598
Gluten Free Rice Pasta Spaghetti Style,85,21455,0.0002620667154645168,97.61448376757144
Extra Fresh Body Wash with Pump,85,21456,0.0002620667154645168,97.61474583428691
Creamy Raw Maple Almond Butter,85,21457,0.0002620667154645168,97.61500790100237
Creamy Tomato Organic Soup,85,21458,0.0002620667154645168,97.61526996771784
Orange Peel In Dark Chocolate,85,21459,0.0002620667154645168,97.6155320344333
Full Head Medium Toothbrush,85,21460,0.0002620667154645168,97.61579410114877
Bun Klasic Kaiser 8 Count,85,21461,0.0002620667154645168,97.61605616786423
"Sport Tampons, Super Absorbency, Unscented",85,21462,0.0002620667154645168,97.6163182345797
Chlorine Free Ultra-Thin Super Pads,85,21463,0.0002620667154645168,97.61658030129516
Oranic Kamut Vegetable Pasta Spirals,85,21464,0.0002620667154645168,97.61684236801062
Vitamin C Gummy Bears,85,21465,0.0002620667154645168,97.61710443472609
Enriched Medium Grain Rice,85,21466,0.0002620667154645168,97.61736650144155
Coconut Milk Light,85,21467,0.0002620667154645168,97.61762856815702
Cabernet,85,21468,0.0002620667154645168,97.61789063487248
Pomegranate Blueberry 100% Vegetable & Fruit Juice,85,21469,0.0002620667154645168,97.61815270158795
"All Natural Gluten Free Green Chili, Cheese and Ranchero Sauce Egg White Omelette",85,21470,0.0002620667154645168,97.61841476830341
Hot Calabrese Salame with Natural Gouda Cheese & Toasted Rounds Small Plates,85,21471,0.0002620667154645168,97.61867683501887
All Purpose Precision Tip 2 Pack,85,21472,0.0002620667154645168,97.61893890173434
Lemon Snakaroons,85,21473,0.0002620667154645168,97.6192009684498
One Bite White Delight Potatoes,85,21474,0.0002620667154645168,97.61946303516527
Gelatinized Maca Powder,85,21475,0.0002620667154645168,97.61972510188073
Pineapple Super Greens Kombucha,85,21476,0.0002620667154645168,97.6199871685962
"Pickles, Whole, Sweet",85,21477,0.0002620667154645168,97.62024923531166
Original Recipe Tennessee Honey Whiskey,85,21478,0.0002620667154645168,97.62051130202713
Pink Himalayan Crystal Salt Caramel Bar,85,21479,0.0002620667154645168,97.62077336874259
Stripes & Blues Sea Salt Vegetable Chips,85,21480,0.0002620667154645168,97.62103543545805
Organic Green Thai Curry,85,21481,0.0002620667154645168,97.62129750217352
Calming Bubble Bath,85,21482,0.0002620667154645168,97.62155956888898
Olive & Avocado Hair Masque,85,21483,0.0002620667154645168,97.62182163560445
White Truffle Butter,85,21484,0.0002620667154645168,97.62208370231991
Original Large Dentastix Oral Care Dog Treats,85,21485,0.0002620667154645168,97.62234576903538
Chicken Mozzarella Tortelloni,85,21486,0.0002620667154645168,97.62260783575084
Fast Act Lactose Enzyme Vanilla Twist Flavor Supplement Chewable Tablets,85,21487,0.0002620667154645168,97.6228699024663
"Seltzer, Cherry Pomegranate",85,21488,0.0002620667154645168,97.62313196918177
Broccoli Souffle,85,21489,0.0002620667154645168,97.62339403589723
Tomato Sauce No Salt Added,85,21490,0.0002620667154645168,97.6236561026127
"Cheese, Panela",85,21491,0.0002620667154645168,97.62391816932816
Marble Jack Cheese,85,21492,0.0002620667154645168,97.62418023604363
Maple Premium Syrup,85,21493,0.0002620667154645168,97.62444230275909
Table Cheddar Broccoli,85,21494,0.0002620667154645168,97.62470436947456
Pecorino Romano Cheese,85,21495,0.0002620667154645168,97.62496643619002
Light Bologna,85,21496,0.0002620667154645168,97.62522850290549
Multigrain Crackers,85,21497,0.0002620667154645168,97.62549056962095
"Veggie Juice -Apple, Strawberry, Beet, & Raisin",84,21498,0.0002589835776355225,97.62574955319859
Vanilla with Reese's Pieces Lowfat Yogurt,84,21499,0.0002589835776355225,97.62600853677623
Keurig Medium Roast Lively Colombian Coffee K Cups,84,21500,0.0002589835776355225,97.62626752035386
Lite Whipped Topping,84,21501,0.0002589835776355225,97.6265265039315
Dry Roasted No Salt Almonds,84,21502,0.0002589835776355225,97.62678548750914
Bran Muffins,84,21503,0.0002589835776355225,97.62704447108678
Balsamic Capers,84,21504,0.0002589835776355225,97.62730345466441
Blended Canadian Whisky,84,21505,0.0002589835776355225,97.62756243824205
Condensed Old Fashioned Tomato Rice  Soup,84,21506,0.0002589835776355225,97.62782142181969
Herbal Pastilles Cough Drops,84,21507,0.0002589835776355225,97.62808040539733
Fromage Blanc,84,21508,0.0002589835776355225,97.62833938897496
No Salt Added Whole Kernel Corn,84,21509,0.0002589835776355225,97.6285983725526
"Organic Icelandic, Nonfat, Blueberry Yogurt",84,21510,0.0002589835776355225,97.62885735613024
"Sausages, Little Pork",84,21511,0.0002589835776355225,97.62911633970788
Slow Cookers Savory Pot Roast Seasoning Mix,84,21512,0.0002589835776355225,97.62937532328552
Sea Salt Chips,84,21513,0.0002589835776355225,97.62963430686315
Fruit Fusions Gummies Candy,84,21514,0.0002589835776355225,97.62989329044079
Rice Sides Chicken Flavor Broccoli,84,21515,0.0002589835776355225,97.63015227401843
"Macaroons, Lemon Ginger",84,21516,0.0002589835776355225,97.63041125759607
Chocolate Frozen Dessert,84,21517,0.0002589835776355225,97.6306702411737
Jonagold Apple,84,21518,0.0002589835776355225,97.63092922475134
Poppy Seeds,84,21519,0.0002589835776355225,97.63118820832898
Creamy & Sweet No Stir Peanut Butter,84,21520,0.0002589835776355225,97.63144719190662
Crystal Fresh Drinking Water,84,21521,0.0002589835776355225,97.63170617548425
Hot & Sweet Mustard,84,21522,0.0002589835776355225,97.63196515906189
Sprouted Seed Spelt Bread,84,21523,0.0002589835776355225,97.63222414263953
All Natural Gluten Free Cream of Mushroom Soup,84,21524,0.0002589835776355225,97.63248312621717
Caramel Pecan Brownies,84,21525,0.0002589835776355225,97.6327421097948
Compleats Homestyle Chicken & Dumplings,84,21526,0.0002589835776355225,97.63300109337244
Original Cream Strawberry Cheesecake,84,21527,0.0002589835776355225,97.63326007695008
Original Crust,84,21528,0.0002589835776355225,97.63351906052772
All Natural Turkey Burgers,84,21529,0.0002589835776355225,97.63377804410536
Little Bites Snickerdoodle Muffins,84,21530,0.0002589835776355225,97.634037027683
Spectacular Club Soda,84,21531,0.0002589835776355225,97.63429601126063
Iceberg Garden,84,21532,0.0002589835776355225,97.63455499483827
Sugar Free Dry Rub Bacon,84,21533,0.0002589835776355225,97.6348139784159
La Lechera Sweetened Condensed Milk,84,21534,0.0002589835776355225,97.63507296199354
100% Cacao Natural Unsweetened,84,21535,0.0002589835776355225,97.63533194557118
Breakfast Apple Maple Chicken Sausage,84,21536,0.0002589835776355225,97.63559092914882
Punched: Fruit Punch Flavor Energy Drink,84,21537,0.0002589835776355225,97.63584991272646
3D White Radiant Soft Toothbrush,84,21538,0.0002589835776355225,97.6361088963041
Kale Apple Detox Ice Pops,84,21539,0.0002589835776355225,97.63636787988173
Regular Cardboard Applicator Unscented Tampons,84,21540,0.0002589835776355225,97.63662686345937
Organic Elxir Protein Coconut Vanilla Chai,84,21541,0.0002589835776355225,97.63688584703701
Dark Chocolate Almonds Bar,84,21542,0.0002589835776355225,97.63714483061464
Baby Lotion,84,21543,0.0002589835776355225,97.63740381419228
Hydro Body Sponge,84,21544,0.0002589835776355225,97.63766279776992
Spinach & Ricotta Ravioli Bowl,84,21545,0.0002589835776355225,97.63792178134756
Pico De Gallo Mild Salsa,84,21546,0.0002589835776355225,97.6381807649252
Garlic Primavera Risotto,84,21547,0.0002589835776355225,97.63843974850283
Original Refreshing Bars,84,21548,0.0002589835776355225,97.63869873208047
Chocolate Hazelnut Creme De Pirouline,84,21549,0.0002589835776355225,97.63895771565811
Hello Kitty Fruit Flavored Snacks,84,21550,0.0002589835776355225,97.63921669923575
Tulsi Peppermint Infusion Bags - 18 CT,84,21551,0.0002589835776355225,97.63947568281338
Real Mashed Potatoes Mix Pouches Roasted Garlic - 2 CT,84,21552,0.0002589835776355225,97.63973466639102
Dairy Pure Fresh Half And Half,84,21553,0.0002589835776355225,97.63999364996866
Mixed Berry Drink,84,21554,0.0002589835776355225,97.6402526335463
Big Bang Medium Roast Ground Coffee,84,21555,0.0002589835776355225,97.64051161712393
Naked Sponges,84,21556,0.0002589835776355225,97.64077060070157
Pull-Ups Training Pants Learning Designs,84,21557,0.0002589835776355225,97.64102958427921
"Flavor Snacks Dog Biscuits, Small for All Dog Sizes",84,21558,0.0002589835776355225,97.64128856785685
Pullman Green Leaf Salad,84,21559,0.0002589835776355225,97.64154755143448
Original Pops,84,21560,0.0002589835776355225,97.64180653501212
Chicken Apple Sausage-Egg & Smoked Gouda-Caramelized Onion & Roasted Potato Breakfast Burrito,84,21561,0.0002589835776355225,97.64206551858976
Colossal Chocolate Chip Cookie,84,21562,0.0002589835776355225,97.6423245021674
Jumbo Ranch Sunflower Seeds,84,21563,0.0002589835776355225,97.64258348574504
Organic Belgian Pancake And Waffle Mix,84,21564,0.0002589835776355225,97.64284246932267
"Red Pepper, Crushed",84,21565,0.0002589835776355225,97.64310145290031
Mild Green Enchilada Sauce,84,21566,0.0002589835776355225,97.64336043647795
Antigingivitis Rinse Peppermint Twist,84,21567,0.0002589835776355225,97.64361942005559
"Frosting Mix, Vanilla",84,21568,0.0002589835776355225,97.64387840363322
Ruby Red Grapefruit No Sugar Added 100% Juice,84,21569,0.0002589835776355225,97.64413738721086
Vanilla Ice Cream Cups,84,21570,0.0002589835776355225,97.6443963707885
Russet Potato Bag,84,21571,0.0002589835776355225,97.64465535436614
Orange Recovery Energy Drink,84,21572,0.0002589835776355225,97.64491433794377
Chips Ahoy! Brownie Filled Chocolate Chip Chewy Cookies,84,21573,0.0002589835776355225,97.64517332152141
Vat Cultured European Style Salted Butter,84,21574,0.0002589835776355225,97.64543230509905
Green Tulsi Tea,84,21575,0.0002589835776355225,97.64569128867669
Custard Filled Mini Eclairs,84,21576,0.0002589835776355225,97.64595027225432
Authentic Asia Shrimp Wonton Soup With Noodles,84,21577,0.0002589835776355225,97.64620925583196
Authentic Deep Dish Cheese Pizza,84,21578,0.0002589835776355225,97.6464682394096
Kombu Sea Vegetable,84,21579,0.0002589835776355225,97.64672722298724
Italian Style Roast Beef,84,21580,0.0002589835776355225,97.64698620656488
Chocolate Flavored Low Fat Milk 1%,84,21581,0.0002589835776355225,97.64724519014251
Syrup Special Dark,84,21582,0.0002589835776355225,97.64750417372015
Sours Jelly Beans,84,21583,0.0002589835776355225,97.64776315729779
Double Red Rooibos Red Tea Bags,84,21584,0.0002589835776355225,97.64802214087543
100% Raw Manuka Honey KFactor 16,84,21585,0.0002589835776355225,97.64828112445306
Pancake Puffs Banana - 36 PC,84,21586,0.0002589835776355225,97.6485401080307
Elegant Medleys Primavera Collection with Garden Greens Wet Cat Food,84,21587,0.0002589835776355225,97.64879909160834
Vanilla Flavor Raw Vegan Warrior Blend Protein,84,21588,0.0002589835776355225,97.64905807518598
Bonded Filters,84,21589,0.0002589835776355225,97.64931705876361
Graham Style Pie Crust,84,21590,0.0002589835776355225,97.64957604234125
100% Organic Raw Coconut Butter,84,21591,0.0002589835776355225,97.64983502591889
Boneless Beef Short Ribs,84,21592,0.0002589835776355225,97.65009400949653
Peeled Tomatoes San Marzano Organic With Basil Leaf,84,21593,0.0002589835776355225,97.65035299307416
Home Style Blue Cheese Dressing,84,21594,0.0002589835776355225,97.6506119766518
Mild Flavor Celery Hearts,84,21595,0.0002589835776355225,97.65087096022944
Bac Out Drain Care Gel,84,21596,0.0002589835776355225,97.65112994380708
Wild Boar Uncured Bar,84,21597,0.0002589835776355225,97.65138892738472
Doctor Formulated Probiotic Mood 50 Billion,84,21598,0.0002589835776355225,97.65164791096235
T/Gel Therapeutic Shampoo Original Formula,84,21599,0.0002589835776355225,97.65190689453999
PartySmart Single Dose Herbal Supplement,84,21600,0.0002589835776355225,97.65216587811763
Butter with Canola Oil,84,21601,0.0002589835776355225,97.65242486169527
Grapefruit Soda,84,21602,0.0002589835776355225,97.6526838452729
Kosher Dill Whole Pickles,84,21603,0.0002589835776355225,97.65294282885054
Flushable Wipes,84,21604,0.0002589835776355225,97.65320181242818
Whole Roasted Chestnuts,84,21605,0.0002589835776355225,97.65346079600582
Butter Flavor Microwave Popcorn,84,21606,0.0002589835776355225,97.65371977958345
Twisted Tropical Tango Organic Juice Drink,84,21607,0.0002589835776355225,97.65397876316109
Ndimaini,84,21608,0.0002589835776355225,97.65423774673873
Greek Yogurt Indulgent Raspberry,84,21609,0.0002589835776355225,97.65449673031637
Japanese Style Stir Fry Vegetables,84,21610,0.0002589835776355225,97.654755713894
Exfoliating Facial Wipes,84,21611,0.0002589835776355225,97.65501469747164
Organic Mild Barbecue Sauce,84,21612,0.0002589835776355225,97.65527368104928
"Pearl Tampax Pearl Plastic Super Plus Absorbency, Unscented Tampons 18 Count Feminine Care",84,21613,0.0002589835776355225,97.65553266462692
Stir Fry Teriyaki Sauce Marinade,84,21614,0.0002589835776355225,97.65579164820456
Good Start Gentle Infant Formula,83,21615,0.00025590043980652815,97.65604754864437
Chicken & Star Shaped Pasta RTS Soup,83,21616,0.00025590043980652815,97.65630344908418
Organic Sencha Green Tea,83,21617,0.00025590043980652815,97.65655934952399
Organic Toasted Hemp Seeds,83,21618,0.00025590043980652815,97.6568152499638
Easy Mac Triple Cheese,83,21619,0.00025590043980652815,97.65707115040361
Gentleman Jack Rare Tennessee Whiskey,83,21620,0.00025590043980652815,97.65732705084342
Brown N Serve Turkey Sausage Patties,83,21621,0.00025590043980652815,97.65758295128323
Spicy Mongolian Noodle Bowl,83,21622,0.00025590043980652815,97.65783885172304
Arrabbiata Pasta Sauce,83,21623,0.00025590043980652815,97.65809475216285
Chocolate Covered Biscuit Sticks,83,21624,0.00025590043980652815,97.65835065260266
Stoplight Peppers,83,21625,0.00025590043980652815,97.65860655304247
"Bite Size Candies, Original",83,21626,0.00025590043980652815,97.65886245348229
Wash & Shampoo Baby Bath,83,21627,0.00025590043980652815,97.6591183539221
Classic Gel Food Colors Tubes,83,21628,0.00025590043980652815,97.65937425436191
Chocolate Mint Cookie Crunch Nutrition Bar,83,21629,0.00025590043980652815,97.65963015480172
"Fruit & Veggie Strip, Wildberry Apple",83,21630,0.00025590043980652815,97.65988605524153
Sliced Pears In Heavy Syrup,83,21631,0.00025590043980652815,97.66014195568134
Vanilla Soy Beverage,83,21632,0.00025590043980652815,97.66039785612115
Garlic Herb Nut Cheese,83,21633,0.00025590043980652815,97.66065375656096
"Melatonin, Super Strength 5 mg Rapid Release Liquid Softgel",83,21634,0.00025590043980652815,97.66090965700077
Teatree Mint Hydrating Conditioner,83,21635,0.00025590043980652815,97.66116555744058
Chicken Bone Broth,83,21636,0.00025590043980652815,97.6614214578804
Bites Strawberry,83,21637,0.00025590043980652815,97.6616773583202
Gardenia Smoothing Hawaiian Conditioner,83,21638,0.00025590043980652815,97.66193325876002
Fragrance Free Original For Dry & Sensitive Skin Lotion,83,21639,0.00025590043980652815,97.66218915919983
Blend Garam Masala,83,21640,0.00025590043980652815,97.66244505963964
Latte Nitro Cold Brew Coffee With Almond Milk,83,21641,0.00025590043980652815,97.66270096007945
Old Fashioned Smooth & Creamy Grits,83,21642,0.00025590043980652815,97.66295686051926
Family Favorites Parmesan and Romano Pasta Sauce,83,21643,0.00025590043980652815,97.66321276095907
Lite Reduced Calorie Syrup,83,21644,0.00025590043980652815,97.66346866139888
Gluten-Free Wheat-Free Bread Crumbs,83,21645,0.00025590043980652815,97.66372456183869
EcoNet Recycled Bath Sponge,83,21646,0.00025590043980652815,97.6639804622785
Whole Cantaloupe,83,21647,0.00025590043980652815,97.66423636271831
Ravioli Kale Ricotta,83,21648,0.00025590043980652815,97.66449226315812
Organic Strawberry Banana Juice,83,21649,0.00025590043980652815,97.66474816359793
Organic Sriracha Seaweed,83,21650,0.00025590043980652815,97.66500406403775
Butter Boom Microwave Popcorn,83,21651,0.00025590043980652815,97.66525996447756
Guac-A-Mole Corn Tortilla Chips,83,21652,0.00025590043980652815,97.66551586491737
Sport Chocolate Mint Protein Bar,83,21653,0.00025590043980652815,97.66577176535718
"Popping Corn, Gourmet, Simply Salted",83,21654,0.00025590043980652815,97.66602766579699
Organic Volcano Rice Ready To Eat Bowl,83,21655,0.00025590043980652815,97.6662835662368
Potato Chip Milk Chocolate,83,21656,0.00025590043980652815,97.66653946667661
Kids Gourmet Superfood Snack Awesome Fruit & Yogurt Filled Pouches,83,21657,0.00025590043980652815,97.66679536711642
Cashew Fig Carrot Energy Bar,83,21658,0.00025590043980652815,97.66705126755623
Neti Salt Refill,83,21659,0.00025590043980652815,97.66730716799604
Breakfast Sausage,83,21660,0.00025590043980652815,97.66756306843585
Friskies Party Mix Crunch Original Cat Treats,83,21661,0.00025590043980652815,97.66781896887566
Black Raspberry/Cherry Limeade/Orange Mango/Kiwi Strawberry Sparkling Water,83,21662,0.00025590043980652815,97.66807486931548
Pressed Hearty Greens Juice,83,21663,0.00025590043980652815,97.66833076975529
Premium Prunes,83,21664,0.00025590043980652815,97.6685866701951
Black Tea Organic Darjeeling,83,21665,0.00025590043980652815,97.66884257063491
Spiced Pumpkin Pie Energy Bar,83,21666,0.00025590043980652815,97.66909847107472
Vitamin C,83,21667,0.00025590043980652815,97.66935437151453
April Fresh™ Fabric Softener Dryer sheets 105 count  Fabric Enhancers,83,21668,0.00025590043980652815,97.66961027195434
Grain Free Naturals Dry Dog Food Chicken & Garden Pea Recipe,83,21669,0.00025590043980652815,97.66986617239415
California Ripe Pitted Medium Olives,83,21670,0.00025590043980652815,97.67012207283396
"For Fussiness, Gas & Crying Infant Powder Formula",83,21671,0.00025590043980652815,97.67037797327377
French Vanilla Sugar Free Coffee Creamer,83,21672,0.00025590043980652815,97.67063387371358
Hand Sanitizer,83,21673,0.00025590043980652815,97.6708897741534
Citrus Natural Flavored On the Go with Caffeine Drink Mix,83,21674,0.00025590043980652815,97.6711456745932
Sun Dried Tomatoes with Italian Herbs,83,21675,0.00025590043980652815,97.67140157503302
Gjetost Cheese,83,21676,0.00025590043980652815,97.67165747547283
White & Golden Petite Corn,83,21677,0.00025590043980652815,97.67191337591264
Smokestack Mixed Four,83,21678,0.00025590043980652815,97.67216927635245
Frosted Devil's Food Donuts,83,21679,0.00025590043980652815,97.67242517679226
Breton Gluten Free Original Crackers with Flax,83,21680,0.00025590043980652815,97.67268107723207
Bag,83,21681,0.00025590043980652815,97.67293697767188
0% Fat Greek Yogurt Vanilla,83,21682,0.00025590043980652815,97.67319287811169
"Ice Cream, Organic, Land of Milk and Honey",83,21683,0.00025590043980652815,97.6734487785515
Crunch Chocolate Dipped Mixed Nuts,83,21684,0.00025590043980652815,97.67370467899131
CleanWear & Ultra Thin Regular Pads with Wings Unscented,83,21685,0.00025590043980652815,97.67396057943112
Sicilian Extra Virgin Olive Oil Tin,83,21686,0.00025590043980652815,97.67421647987094
Minced Garlic in Water,83,21687,0.00025590043980652815,97.67447238031075
Mild Suprema Salsa,83,21688,0.00025590043980652815,97.67472828075056
Cocentrated Homestyle Chicken Stock,83,21689,0.00025590043980652815,97.67498418119037
